date,price,true
2022-05-19,0.33543998,0.4231231
2022-05-20,0.360858,0.44978324
2022-05-21,0.35178104,0.43114683
2022-05-22,0.37407413,0.43503267
2022-05-23,0.3572433,0.44926408
2022-05-24,0.38134155,0.42959633
2022-05-25,0.34617233,0.43774003
2022-05-26,0.3340596,0.43657976
2022-05-27,0.34866133,0.4326364
2022-05-28,0.36255965,0.42104438
2022-05-29,0.35575658,0.4283557
2022-05-30,0.37412733,0.43504912
2022-05-31,0.38090235,0.47227645
2022-06-01,0.35045508,0.4743429
2022-06-02,0.36161688,0.44069418
2022-06-03,0.35586914,0.4514159
2022-06-04,0.36955324,0.43871883
2022-06-05,0.29317018,0.44133842
2022-06-06,0.3023971,0.44209015
2022-06-07,0.28297892,0.4661776
2022-06-08,0.3019757,0.4644041
2022-06-09,0.3216938,0.4472472
2022-06-10,0.27070582,0.4451271
2022-06-11,0.35580102,0.42857197
2022-06-12,0.3159769,0.4165325
2022-06-13,0.28739834,0.38992748
2022-06-14,0.35109994,0.31970105
2022-06-15,0.3395076,0.31504986
2022-06-16,0.2994829,0.31975782
2022-06-17,0.3549428,0.28464863
2022-06-18,0.3124725,0.28571427
2022-06-19,0.3277129,0.26211008
2022-06-20,0.29834384,0.28643218
2022-06-21,0.28326806,0.28842476
2022-06-22,0.2881904,0.28948712
2022-06-23,0.36689064,0.27760985
2022-06-24,0.32799044,0.2960991
2022-06-25,0.36059597,0.29878867
2022-06-26,0.36177,0.30314592
2022-06-27,0.31898373,0.29531324
2022-06-28,0.35225177,0.29032415
2022-06-29,0.36089253,0.28256
2022-06-30,0.29939234,0.27967888
2022-07-01,0.30118418,0.2713982
2022-07-02,0.34633446,0.2680711
2022-07-03,0.3462768,0.265766
2022-07-04,0.37943956,0.2664615
2022-07-05,0.3246429,0.2821373
2022-07-06,0.32623455,0.2810076
2022-07-07,0.3148156,0.2872646
2022-07-08,0.29691532,0.3053764
2022-07-09,0.28041163,0.3086584
2022-07-10,0.30700925,0.3042014
2022-07-11,0.35906526,0.29211786
2022-07-12,0.34269223,0.2778566
2022-07-13,0.3438004,0.26713213
2022-07-14,0.35509774,0.28161123
2022-07-15,0.35177463,0.2873996
2022-07-16,0.3515212,0.29104164
2022-07-17,0.3312789,0.29763582
2022-07-18,0.28948757,0.2915309
2022-07-19,0.3305535,0.31754196
2022-07-20,0.29665977,0.33362776
2022-07-21,0.29959443,0.33274013
2022-07-22,0.33014664,0.33012265
2022-07-23,0.31563243,0.3225345
2022-07-24,0.29057366,0.31937703
2022-07-25,0.29215294,0.32115725
2022-07-26,0.28641793,0.29990762
2022-07-27,0.30334592,0.29833996
2022-07-28,0.3181011,0.3260443
2022-07-29,0.3580882,0.34116384
2022-07-30,0.33565548,0.34158632
2022-07-31,0.27782056,0.3383722
2022-08-01,0.2519878,0.3338396
2022-08-02,0.33476886,0.33307877
2022-08-03,0.31826276,0.32844442
2022-08-04,0.3208255,0.3252419
2022-08-05,0.34877995,0.32222757
2022-08-06,0.3134618,0.3312788
2022-08-07,0.255645,0.32729757
2022-08-08,0.30541083,0.3308246
2022-08-09,0.2956333,0.34119055
2022-08-10,0.32747242,0.33092523
2022-08-11,0.3176501,0.34326264
2022-08-12,0.28902838,0.34326136
2022-08-13,0.285516,0.35092106
2022-08-14,0.31036934,0.35128987
2022-08-15,0.30372888,0.34928462
2022-08-16,0.24487865,0.34707382
2022-08-17,0.25979877,0.34267494
2022-08-18,0.34520122,0.33350378
2022-08-19,0.31521738,0.3316654
2022-08-20,0.30603462,0.29354212
2022-08-21,0.312295,0.29734024
2022-08-22,0.3342516,0.3046341
2022-08-23,0.29423118,0.30085886
2022-08-24,0.34600845,0.30375144
2022-08-25,0.35476515,0.30098653
2022-08-26,0.32639667,0.3046713
2022-08-27,0.2902522,0.28237423
2022-08-28,0.30045444,0.27904016
2022-08-29,0.29797584,0.2722401
2022-08-30,0.33029744,0.28299576
2022-08-31,0.3201178,0.27465916
2022-09-01,0.31716594,0.27827194
2022-09-02,0.31761608,0.28043133
2022-09-03,0.32076645,0.27691257
2022-09-04,0.30825996,0.27481169
2022-09-05,0.29002792,0.27755103
2022-09-06,0.28951067,0.27433434
2022-09-07,0.26259845,0.25899872
2022-09-08,0.29121235,0.26597127
2022-09-09,0.29164582,0.26666918
2022-09-10,0.29198328,0.30039254
2022-09-11,0.35885647,0.30615112
2022-09-12,0.36347684,0.30668786
2022-09-13,0.33103555,0.31661984
2022-09-14,0.32550848,0.28094447
2022-09-15,0.3266528,0.28211927
2022-09-16,0.31799412,0.2729508
2022-09-17,0.31732517,0.27398133
2022-09-18,0.28116024,0.2800621
2022-09-19,0.27480575,0.268563
2022-09-20,0.2528905,0.27076885
2022-09-21,0.26670918,0.2591714
2022-09-22,0.2701524,0.25370273
2022-09-23,0.2758403,0.26901275
2022-09-24,0.24549836,0.26615804
2022-09-25,0.28594887,0.26033106
2022-09-26,0.32692185,0.2581694
2022-09-27,0.3207196,0.264963
2022-09-28,0.28065175,0.26325107
2022-09-29,0.26643878,0.2686893
2022-09-30,0.26072863,0.2706592
2022-10-01,0.24349007,0.26922143
2022-10-02,0.28576025,0.26653156
2022-10-03,0.2751401,0.26240373
2022-10-04,0.3295305,0.2715997
2022-10-05,0.30227718,0.28360072
2022-10-06,0.2823749,0.2805614
2022-10-07,0.24630857,0.2770384
2022-10-08,0.271888,0.26889664
2022-10-09,0.31833044,0.2682464
2022-10-10,0.31981525,0.26874498
2022-10-11,0.3106524,0.26368758
2022-10-12,0.32029682,0.26229566
2022-10-13,0.32427362,0.26385885
2022-10-14,0.32399565,0.26768193
2022-10-15,0.30317253,0.26460502
2022-10-16,0.2821072,0.26253
2022-10-17,0.28952262,0.26584375
2022-10-18,0.24842262,0.27056205
2022-10-19,0.34025726,0.26708728
2022-10-20,0.24765229,0.26354763
2022-10-21,0.31650335,0.26184088
2022-10-22,0.21421388,0.26419398
2022-10-23,0.29353973,0.26470038
2022-10-24,0.29801574,0.2708423
2022-10-25,0.28757954,0.26657256
2022-10-26,0.2960728,0.2794574
2022-10-27,0.32076204,0.29070115
2022-10-28,0.3816907,0.28249085
2022-10-29,0.38526988,0.28767112
2022-10-30,0.399542,0.29113925
2022-10-31,0.24537495,0.28821138
2022-11-01,0.29928875,0.28607106
2022-11-02,0.3270537,0.28598902
2022-11-03,0.3238122,0.28058043
2022-11-04,0.3583466,0.28137404
2022-11-05,0.26602313,0.2969277
2022-11-06,0.21518141,0.2991243
2022-11-07,0.3281484,0.2928991
2022-11-08,0.27838704,0.28777897
2022-11-09,0.2967092,0.25407887
2022-11-10,0.34124237,0.2073897
2022-11-11,0.30275387,0.23806114
2022-11-12,0.29795423,0.22953914
2022-11-13,0.30464053,0.2248663
2022-11-14,0.3368167,0.21735531
2022-11-15,0.3306808,0.222347
2022-11-16,0.33584094,0.22639851
2022-11-17,0.29613125,0.22306837
2022-11-18,0.26776436,0.22354794
2022-11-19,0.3471699,0.2233602
2022-11-20,0.31889907,0.22345468
2022-11-21,0.33063236,0.21668863
2022-11-22,0.27762994,0.20857999
2022-11-23,0.31206596,0.21449569
2022-11-24,0.29058835,0.22172084
2022-11-25,0.26965502,0.22152258
2022-11-26,0.2758417,0.22033733
2022-11-27,0.22698101,0.2192066
2022-11-28,0.24461156,0.21925616
2022-11-29,0.26430246,0.21533318
2022-11-30,0.2579545,0.2189719
2022-12-01,0.3151994,0.23129894
2022-12-02,0.27165163,0.22775957
2022-12-03,0.25079554,0.22961627
2022-12-04,0.24687126,0.22694246
2022-12-05,0.24312672,0.23069343
2022-12-06,0.2896664,0.22777015
2022-12-07,0.22831342,0.22962901
2022-12-08,0.23140755,0.22574905
2022-12-09,0.3544474,0.23210214
2022-12-10,0.24723768,0.23069166
2022-12-11,0.27646774,0.23028669
2022-12-12,0.29411417,0.2298839
2022-12-13,0.3118274,0.23118459
2022-12-14,0.27861908,0.24119438
2022-12-15,0.3121998,0.24160092
2022-12-16,0.31968242,0.23381321
2022-12-17,0.27297208,0.22198159
2022-12-18,0.31143722,0.225007
2022-12-19,0.22304446,0.22395283
2022-12-20,0.24242803,0.21865039
2022-12-21,0.28279722,0.22654426
2022-12-22,0.2893986,0.22517867
2022-12-23,0.27530548,0.22531007
2022-12-24,0.3361063,0.22475815
2022-12-25,0.30950227,0.22570378
2022-12-26,0.2947159,0.22559795
2022-12-27,0.31946963,0.22655667
2022-12-28,0.28065613,0.2232744
2022-12-29,0.30250767,0.22057669
2022-12-30,0.3174963,0.22232302
2022-12-31,0.2922729,0.22165479
2023-01-01,0.363184,0.2206063
2023-01-02,0.22986186,0.22185263
2023-01-03,0.3388369,0.22281912
2023-01-04,0.30191952,0.2228738
2023-01-05,0.25863522,0.22581315
2023-01-06,0.30939317,0.22543108
2023-01-07,0.32354903,0.22755258
2023-01-08,0.3050803,0.22739743
2023-01-09,0.32667828,0.22944643
2023-01-10,0.34832817,0.23143813
2023-01-11,0.35353208,0.2354448
2023-01-12,0.366573,0.24471556
2023-01-13,0.3009225,0.25911975
2023-01-14,0.2680067,0.27691802
2023-01-15,0.3023046,0.29475695
2023-01-16,0.3127387,0.29200888
2023-01-17,0.30655545,0.297342
2023-01-18,0.28163502,0.2970348
2023-01-19,0.20750812,0.2899163
2023-01-20,0.35462382,0.29579115
2023-01-21,0.31930467,0.32268238
2023-01-22,0.30045336,0.32376173
2023-01-23,0.3368195,0.3231928
2023-01-24,0.30769476,0.32730246
2023-01-25,0.26669383,0.32109585
2023-01-26,0.24477506,0.33054015
2023-01-27,0.32962516,0.3279626
2023-01-28,0.3330828,0.32892478
2023-01-29,0.35434076,0.327921
2023-01-30,0.2948503,0.34075645
2023-01-31,0.32403788,0.32491016
2023-02-01,0.3383656,0.32982656
2023-02-02,0.34156168,0.33955938
2023-02-03,0.37338224,0.3364883
2023-02-04,0.21983296,0.33502966
2023-02-05,0.26997134,0.33318806
2023-02-06,0.2823984,0.32666355
2023-02-07,0.2668785,0.3240177
2023-02-08,0.30219477,0.33243576
2023-02-09,0.31022653,0.3266838
2023-02-10,0.2845025,0.30803034
2023-02-11,0.26830155,0.30487204
2023-02-12,0.2987562,0.30916524
2023-02-13,0.29592416,0.3073513
2023-02-14,0.31305787,0.30781424
2023-02-15,0.3030917,0.31463963
2023-02-16,0.25760594,0.34920734
2023-02-17,0.23269606,0.340085
2023-02-18,0.32399628,0.3545213
2023-02-19,0.36051252,0.35475254
2023-02-20,0.26355365,0.34881997
2023-02-21,0.36204368,0.35713467
2023-02-22,0.32446986,0.35102054
2023-02-23,0.31828272,0.34652886
2023-02-24,0.2416043,0.3433004
2023-02-25,0.2400066,0.33040544
2023-02-26,0.2154684,0.33015296
2023-02-27,0.35525742,0.33651215
2023-02-28,0.35134986,0.33613145
2023-03-01,0.27076644,0.33012822
2023-03-02,0.2609449,0.33805555
2023-03-03,0.2357224,0.3352409
2023-03-04,0.20598611,0.31707948
2023-03-05,0.30099696,0.3167632
2023-03-06,0.21012384,0.31798106
2023-03-07,0.31777292,0.31786895
2023-03-08,0.2799511,0.31459224
2023-03-09,0.27554655,0.3062383
2023-03-10,0.37153322,0.28411266
2023-03-11,0.26158664,0.28111437
2023-03-12,0.3545978,0.28651735
2023-03-13,0.28874916,0.31258065
2023-03-14,0.367875,0.34707284
2023-03-15,0.32340226,0.35667273
2023-03-16,0.33307084,0.35190624
2023-03-17,0.38012412,0.36333704
2023-03-18,0.32623342,0.4015076
2023-03-19,0.35362768,0.3955655
2023-03-20,0.29164535,0.41343135
2023-03-21,0.33003455,0.40916502
2023-03-22,0.33736837,0.4147128
2023-03-23,0.2995307,0.4012191
2023-03-24,0.31313393,0.41794962
2023-03-25,0.32344648,0.4036404
2023-03-26,0.2631583,0.40487728
2023-03-27,0.23136917,0.4111403
2023-03-28,0.297283,0.39679915
2023-03-29,0.36248177,0.3986047
2023-03-30,0.30974472,0.41687775
2023-03-31,0.32068142,0.41101867
2023-04-01,0.28384033,0.41889417
